,industry_code,total_wages_before,quarter,total_wages_after,wage_change
1745,Collection Agencies,17231.960264900663,3,25212.172185430463,-7980.2119205298
1746,"Colleges, Universities, and Professional Schools ",22006.714801444043,3,38535.247292418775,-16528.532490974732
1747,"Commercial Air, Rail, and Water Trans Equipment Re...",11668.8,3,54749.6,-43080.8
1748,Commercial Bakeries ,20713.141592920354,3,39754.03539823009,-19040.893805309734
1749,Commercial Banking ,22455.20792079208,3,42306.074257425746,-19850.866336633666
1750,Commercial Photography ,25561.333333333332,3,38348.5,-12787.166666666668
1751,Commercial Printing (except Screen and Books) ,23537.228260869564,3,35986.67391304348,-12449.445652173916
1752,Commercial Screen Printing ,11172.714285714286,3,21331.285714285714,-10158.571428571428
1753,Commercial and Industrial Machinery and Equipment ...,23866.141414141413,3,46635.666666666664,-22769.52525252525
1754,Commercial and Institutional Building Const ,27691.31186440678,3,51007.29152542373,-23315.97966101695
1755,Commercial and Service Industry Machinery Mfg ,16937.333333333332,3,42286.25,-25348.916666666668
1756,"Commercial, Industrial, and Institutional Electric...",54031.818181818184,3,56311.63636363636,-2279.8181818181765
1757,Commodity Contracts Intermediation ,9314.5,3,42436.5,-33122.0
1758,Community Food Services ,8501.125,3,22835.75,-14334.625
1759,Computer Facilities Management Services ,33403.565217391304,3,51860.434782608696,-18456.869565217392
1760,Computer Systems Design Services ,30502.60393603936,3,58769.126691266916,-28266.522755227557
1761,Computer Terminal and Other Computer Peripheral Eq...,40976.05882352941,3,57757.294117647056,-16781.235294117643
1762,Computer Training ,30132.571428571428,3,41618.57142857143,-11486.0
1763,Computer and Computer Peripheral Equipment and Sof...,50887.80991735537,3,86744.54545454546,-35856.735537190085
1764,"Computing Infrastructure Providers, Data Processin...",34942.26039387308,3,61471.21444201313,-26528.954048140047
1765,Concrete Block and Brick Mfg ,20930.333333333332,3,32659.333333333332,-11729.0
1766,Confectionery Mfg from Purchased Chocolate ,46449.666666666664,3,57313.666666666664,-10864.0
1767,Confectionery Merchant Wholesalers ,18927.227272727272,3,40866.954545454544,-21939.727272727272
1768,Confectionery and Nut Retailers ,3972.2,3,11044.8,-7072.599999999999
1769,Const Machinery Mfg,19749.157142857144,3,44511.41428571429,-24762.257142857143
1770,Const Sand and Gravel Mining ,13201.75,3,42883.25,-29681.5
1771,Const and Mining (except Oil Well) Machinery and E...,27733.651515151516,3,47953.86363636364,-20220.212121212124
1772,"Const, Mining, and Forestry Machinery and Equipmen...",53444.1875,3,60472.8125,-7028.625
1773,Consumer Electronics and Appliances Rental,17636.155555555557,3,33071.13333333333,-15434.977777777774
1774,Consumer Lending ,16856.20895522388,3,32188.955223880595,-15332.746268656716
1775,Continuing Care Retirement Communities ,12664.534653465347,3,25444.41584158416,-12779.881188118812
1776,Convenience Retailers ,10831.675675675675,3,19327.567567567567,-8495.891891891892
1777,Convention and Trade Show Organizers,8842.925531914894,3,35180.65957446808,-26337.734042553187
1778,Convention and Visitors Bureaus ,12919.2,3,42097.6,-29178.399999999998
1779,Conveyor and Conveying Equipment Mfg ,19628.6,3,35987.8,-16359.200000000004
1780,Cookie and Cracker Mfg ,15561.03125,3,46220.75,-30659.71875
1781,"Copper Rolling, Drawing, Extruding, and Alloying",22963.48,3,54477.7,-31514.219999999998
1782,"Corporate, Subsidiary, and Regional Managing Offic...",27012.372056514912,3,47780.97174254317,-20768.59968602826
1783,Correctional Institutions ,15787.968421052632,3,31397.831578947367,-15609.863157894735
1784,Corrugated and Solid Fiber Box Mfg ,21895.291666666668,3,39629.770833333336,-17734.479166666668
1785,"Cosmetics, Beauty Supplies, and Perfume Retailers ",10386.068965517241,3,13879.51724137931,-3493.448275862069
1786,Cosmetology and Barber Schools ,12795.5,3,37286.833333333336,-24491.333333333336
1787,Cotton Farming,16501.7,3,23285.7,-6784.0
1788,Cotton Ginning ,9507.533333333333,3,23722.533333333333,-14215.0
1789,Couriers and Express Delivery Services,12155.246179966045,3,21735.382003395585,-9580.13582342954
1790,Court Reporting and Stenotype Services ,12625.42857142857,3,22049.85714285714,-9424.42857142857
1791,Courts ,25438.166666666668,3,37282.055555555555,-11843.888888888887
1792,Credit Bureaus,26380.90322580645,3,70741.6129032258,-44360.70967741935
1793,Credit Card Issuing ,54369.05,3,87672.7,-33303.649999999994
1794,Credit Unions ,20922.22131147541,3,35944.65573770492,-15022.434426229509
1795,Crushed and Broken Granite Mining and Quarrying ,17670.0,3,44971.625,-27301.625
1796,Current-Carrying Wiring Device Mfg ,11429.357142857143,3,28571.285714285714,-17141.928571428572
1797,Curtain and Linen Mills,14142.566666666668,3,25903.066666666666,-11760.499999999998
1798,Custom Architectural Woodwork and Millwork Mfg ,25846.0,3,57382.25,-31536.25
1799,Custom Compounding of Purchased Resins ,16235.2,3,41596.4,-25361.2
1800,Custom Computer Programming Services ,36323.3973727422,3,69471.20689655172,-33147.80952380953
1801,Custom Roll Forming ,7495.666666666667,3,16104.333333333334,-8608.666666666668
1802,"Cut Stock, Resawing Lumber, and Planing ",10434.90909090909,3,25624.272727272728,-15189.363636363638
1803,Cut Stone and Stone Product Mfg ,7879.142857142857,3,32273.571428571428,-24394.428571428572
1804,Cut and Sew Apparel Contractors ,10337.666666666666,3,12825.333333333334,-2487.666666666668
1805,Cut and Sew Apparel Mfg (except Contractors) ,12379.969696969696,3,28566.81818181818,-16186.848484848484
1806,Dairy Cattle and Milk Production,30307.0,3,42534.57142857143,-12227.571428571428
1807,Dairy Product (except Dried or Canned) Merchant Wh...,30264.909090909092,3,38706.454545454544,-8441.545454545452
1808,Dental Laboratories ,19425.666666666668,3,36718.333333333336,-17292.666666666668
1809,Department Stores ,10348.598391089108,3,21258.456064356436,-10909.857673267328
1810,Diagnostic Imaging Centers ,26948.935483870966,3,41373.6129032258,-14424.677419354837
1811,Diet and Weight Reducing Centers ,9047.2,3,14179.6,-5132.4
1812,Direct Health and Medical Insurance Carriers ,23408.282608695652,3,40269.782608695656,-16861.500000000004
1813,Direct Life Insurance Carriers ,23166.097902097903,3,35700.39160839161,-12534.293706293709
1814,Direct Mail Advertising,29407.75,3,66092.5,-36684.75
1815,Direct Property and Casualty Insurance Carriers ,20022.63070539419,3,38706.66390041494,-18684.03319502075
1816,Direct Title Insurance Carriers ,35932.333333333336,3,69715.83333333333,-33783.49999999999
1817,Directory and Mailing List Publishers ,43840.0,3,71644.33333333333,-27804.33333333333
1818,Distilleries ,29455.25,3,32001.5,-2546.25
1819,Document Preparation Services,21736.923076923078,3,35482.0,-13745.076923076922
1820,Dog and Cat Food Mfg ,27836.666666666668,3,59131.916666666664,-31295.249999999996
1821,"Doll, Toy, and Game Mfg",47660.333333333336,3,50887.666666666664,-3227.3333333333285
1822,Drilling Oil and Gas Wells,14029.75,3,58709.5,-44679.75
1823,Drinking Places (Alcoholic Beverages) ,9863.505263157895,3,20988.168421052633,-11124.663157894738
1824,Drugs and Druggists' Sundries Merchant Wholesalers...,34622.4358974359,3,57812.48717948718,-23190.05128205128
1825,"Dry Pasta, Dough, and Flour Mixes Mfg from Purchas...",29151.529411764706,3,50507.05882352941,-21355.529411764706
1826,"Dry, Condensed, and Evaporated Dairy Product Mfg ",11950.333333333334,3,26553.666666666668,-14603.333333333334
1827,Drycleaning and Laundry Services (except Coin-Oper...,13777.891304347826,3,27365.456521739132,-13587.565217391306
1828,Drywall and Insulation Contractors ,27286.962962962964,3,41588.37037037037,-14301.407407407409
1829,Educational Support Services,16389.024691358023,3,28904.95061728395,-12515.925925925927
1830,Electric Power Distribution ,28149.861538461537,3,61782.10769230769,-33632.24615384615
1831,"Electrical Apparatus and Equipment, Wiring Supplie...",23228.35714285714,3,42145.84285714286,-18917.485714285718
1832,Electrical Contractors and Other Wiring Installati...,20553.059620596207,3,41830.92953929539,-21277.869918699187
1833,Electromedical and Electrotherapeutic Apparatus Mf...,38439.4,3,61600.6,-23161.199999999997
1834,Electronic Computer Mfg ,39890.08,3,69811.6,-29921.520000000004
1835,Electronic and Precision Equipment Repair and Main...,28991.58823529412,3,42963.60294117647,-13972.01470588235
1836,Electronics and Appliance Retailers ,18374.985185185185,3,34040.02962962963,-15665.044444444444
1837,"Electroplating, Plating, Polishing, Anodizing, and...",19721.35714285714,3,33700.42857142857,-13979.071428571431
1838,Elementary and Secondary Schools ,13333.315726290517,3,25384.764105642258,-12051.448379351741
1839,Emergency and Other Relief Services ,16070.209302325582,3,31478.976744186046,-15408.767441860464
1840,Employment Placement Agencies ,18009.520942408377,3,33067.41884816754,-15057.89790575916
1841,Engineered Wood Member Mfg ,13202.833333333334,3,25410.25,-12207.416666666666
1842,Engineering Services,28327.047863247863,3,58024.28547008547,-29697.23760683761
1843,"Environment, Conservation and Wildlife Organizatio...",17955.625,3,36991.25,-19035.625
1844,Environmental Consulting Services,19733.727272727272,3,48836.36363636364,-29102.636363636368
1845,Exam Preparation and Tutoring ,16309.444444444445,3,30499.944444444445,-14190.5
1846,Executive Offices ,7866.166666666667,3,39895.833333333336,-32029.666666666668
1847,Executive Search Services ,20448.60714285714,3,46495.3125,-26046.70535714286
1848,"Executive and Legislative Offices, Combined ",17257.536561264824,3,29972.536561264824,-12715.0
1849,Exterminating and Pest Control Services,15793.87619047619,3,27648.990476190476,-11855.114285714286
1850,Fabric Coating Mills,12400.5,3,36165.75,-23765.25
1851,Fabricated Pipe and Pipe Fitting Mfg ,37256.833333333336,3,40070.666666666664,-2813.8333333333285
1852,Fabricated Structural Metal Mfg ,18250.243243243243,3,42112.27027027027,-23862.02702702703
1853,Facilities Support Services,15052.097315436242,3,29047.197986577183,-13995.10067114094
1854,Family Planning Centers ,13633.083333333334,3,38183.791666666664,-24550.70833333333
1855,Farm Labor Contractors and Crew Leaders ,15506.958333333334,3,27916.333333333332,-12409.374999999998
1856,Farm Machinery and Equipment Mfg ,24243.375,3,50198.875,-25955.5
1857,Farm Product Warehousing and Storage,13880.5,3,19706.0,-5825.5
1858,Farm Supplies Merchant Wholesalers ,21867.58620689655,3,38615.620689655174,-16748.034482758623
1859,Farm and Garden Machinery and Equipment Merchant W...,20260.260273972603,3,36282.71232876712,-16022.452054794518
1860,"Fastener, Button, Needle, and Pin Mfg ",16161.5625,3,29749.1875,-13587.625
1861,Fats and Oils Refining and Blending ,33705.6,3,47977.0,-14271.400000000001
1862,Fertilizer (Mixing Only) Mfg ,19355.0,3,30909.25,-11554.25
1863,Fiber Optic Cable Mfg ,30243.666666666668,3,47469.333333333336,-17225.666666666668
1864,"Fiber, Yarn, and Thread Mills ",18204.331896551725,3,33475.73275862069,-15271.400862068964
1865,"Financial Transactions Processing, Reserve, and Cl...",25743.3893129771,3,47232.12977099237,-21488.74045801527
1866,Fine Arts Schools ,11397.0,3,13778.076923076924,-2381.076923076924
1867,Finish Carpentry Contractors,22993.951219512193,3,38224.34146341463,-15230.390243902439
1868,Fire Protection ,9572.6,3,73726.4,-64153.799999999996
1869,Fish and Seafood Merchant Wholesalers ,23612.0,3,42084.0,-18472.0
1870,Fish and Seafood Retailers ,14399.666666666666,3,19888.333333333332,-5488.666666666666
1871,Fitness and Recreational Sports Centers ,12458.846153846154,3,19261.30769230769,-6802.461538461537
1872,Flat Glass Mfg ,11592.35294117647,3,36009.64705882353,-24417.294117647063
1873,Flavoring Syrup and Concentrate Mfg,22193.38888888889,3,60882.055555555555,-38688.666666666664
1874,Flight Training ,22521.125,3,60575.875,-38054.75
1875,Floor Covering Retailers ,16157.338983050848,3,38498.93220338983,-22341.593220338982
1876,Flooring Contractors,25076.305555555555,3,46388.63888888889,-21312.333333333336
1877,Floriculture Production ,17305.0,3,28264.75,-10959.75
1878,Florists ,8976.961538461539,3,23422.615384615383,-14445.653846153844
1879,"Flower, Nursery Stock, and Florists' Supplies Merc...",19479.666666666668,3,32879.333333333336,-13399.666666666668
1880,Fluid Milk Mfg ,12232.2,3,62650.8,-50418.600000000006
1881,Fluid Power Cylinder and Actuator Mfg ,21288.3,3,37185.1,-15896.8
1882,Fluid Power Pump and Motor Mfg ,13387.333333333334,3,41058.5,-27671.166666666664
1883,Fluid Power Valve and Hose Fitting Mfg ,30620.666666666668,3,41156.666666666664,-10535.999999999996
1884,Folding Paperboard Box Mfg ,19727.0,3,55348.282051282054,-35621.282051282054
1885,Food (Health) Supplement Retailers ,11224.533333333333,3,23727.133333333335,-12502.600000000002
1886,Food Product Machinery Mfg ,31126.53846153846,3,43216.38461538462,-12089.846153846156
1887,Food Service Contractors,10715.078787878789,3,25867.416161616162,-15152.337373737373
1888,Footwear Mfg ,14167.4,3,15434.4,-1267.0
1889,Footwear Merchant Wholesalers ,63956.0,3,99001.0,-35045.0
1890,Forest Nurseries and Gathering of Forest Products ,9630.2,3,35690.2,-26059.999999999996
1891,Fossil Fuel Electric Power Generation ,74497.2,3,89446.4,-14949.199999999997
1892,Framing Contractors ,4492.5,3,23675.0,-19182.5
1893,Freestanding Ambulatory Surgical and Emergency Cen...,18797.622641509435,3,33011.018867924526,-14213.39622641509
1894,Freight Trans Arrangement ,18526.811860940696,3,39343.807770961146,-20816.99591002045
1895,Fresh Fruit and Vegetable Merchant Wholesalers ,15775.644444444444,3,42332.77777777778,-26557.13333333334
1896,"Frozen Cakes, Pies, and Other Pastries Mfg ",12138.2,3,25282.333333333332,-13144.133333333331
1897,Frozen Specialty Food Mfg ,10614.0625,3,28737.5,-18123.4375
1898,Fruit and Vegetable Canning ,30612.51851851852,3,50521.7037037037,-19909.185185185182
1899,Fruit and Vegetable Retailers ,9905.263157894737,3,26674.42105263158,-16769.157894736843
1900,Fuel Dealers ,15690.860465116279,3,34529.6976744186,-18838.837209302324
1901,Full-Service Restaurants ,9317.489569462938,3,21049.28894806924,-11731.799378606302
1902,Funeral Homes and Funeral Services ,16419.375,3,21366.0,-4946.625
1903,Furniture Merchant Wholesalers ,23673.613636363636,3,37249.02272727273,-13575.409090909092
1904,Furniture Retailers ,16326.719424460432,3,32048.812949640287,-15722.093525179855
1905,"Gasket, Packing, and Sealing Device Mfg ",15681.818181818182,3,29816.18181818182,-14134.363636363638
1906,Gasoline Stations with Convenience Stores ,8938.191489361701,3,17128.880523731586,-8190.689034369885
1907,General Automotive Repair ,17857.64893617021,3,31858.021276595744,-14000.372340425532
1908,"General Freight Trucking, Local ",13849.374501992032,3,27600.940239043826,-13751.565737051795
1909,"General Freight Trucking, Long-Distance, Less Than...",14718.371739130434,3,28538.66739130435,-13820.295652173914
1910,"General Freight Trucking, Long-Distance, Truckload...",15296.397306397306,3,38193.57744107744,-22897.180134680133
1911,General Line Grocery Merchant Wholesalers ,20704.327188940093,3,42364.188940092165,-21659.86175115207
1912,General Medical and Surgical Hospitals ,15030.614313160422,3,41805.15321805956,-26774.53890489914
1913,General Rental Centers,9809.125,3,31767.0,-21957.875
1914,General Warehousing and Storage ,13022.328442972077,3,25597.04022716517,-12574.711784193092
1915,"Gift, Novelty, and Souvenir Retailers ",16110.012345679012,3,30597.506172839505,-14487.493827160493
1916,Glass Container Mfg ,18150.333333333332,3,33320.46666666667,-15170.133333333335
